行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
1241,CN-202022-5960733,2023/8/20,2023/8/24,二级,刘明-18295,刘明,公司,九台,吉林,中国,东北,家具-椅子-10003266,家具,椅子,沙滩椅,1381.1,5,0,220.5
1242,CN-202022-3834707,2023/4/26,2023/5/2,标准级,许根-13240,许根基,小型企业,石家庄,河北,中国,华北,办公用-系固-10001746,办公用品,系固件,回形针,390.6,6,0,89.04
1243,CN-202022-5754536,2023/8/21,2023/8/23,一级,徐婵-10870,徐婵娟,消费者,温州,浙江,中国,华东,办公用-标签-10002844,办公用品,标签,圆形标签,67.2,3,0,14.7
1244,US-202022-4774798,2023/7/3,2023/7/8,标准级,冯立-16735,冯立,消费者,襄樊,湖北,中国,中南,办公用-用品-10003186,办公用品,用品,修剪器,517.44,4,0.4,-95.2
1245,US-202022-4774798,2023/7/3,2023/7/8,标准级,冯立-16735,冯立,消费者,襄樊,湖北,中国,中南,办公用-装订-10000020,办公用品,装订机,装订机,37.212,1,0.4,6.132
1246,CN-202021-5579550,2022/9/1,2022/9/3,二级,廖珊-19870,廖珊,小型企业,太原,山西,中国,华北,家具-椅子-10001397,家具,椅子,摇椅,1874.88,3,0,168.42
1247,CN-202021-5579550,2022/9/1,2022/9/3,二级,廖珊-19870,廖珊,小型企业,太原,山西,中国,华北,办公用-装订-10000225,办公用品,装订机,装订机盖,267.4,5,0,90.3
1248,CN-202023-3597477,2024/5/19,2024/5/23,标准级,郝婷-21055,郝婷,消费者,长治,山西,中国,华北,家具-书架-10003197,家具,书架,书库,10984.68,6,0,3075.24
1249,CN-202021-2324964,2022/12/12,2022/12/18,标准级,白立-16825,白立,公司,枣庄,山东,中国,华东,技术-配件-10003923,技术,配件,记忆卡,2098.32,4,0,419.44
1250,CN-202021-2324964,2022/12/12,2022/12/18,标准级,白立-16825,白立,公司,枣庄,山东,中国,华东,办公用-装订-10002021,办公用品,装订机,装订机,116.48,2,0,52.36
1251,CN-202020-4173980,2021/4/19,2021/4/25,标准级,吴磊-16165,吴磊,公司,岳阳,湖南,中国,中南,技术-复印-10004068,技术,复印机,个人复印机,1133.44,2,0,532.56
1252,CN-202020-4173980,2021/4/19,2021/4/25,标准级,吴磊-16165,吴磊,公司,岳阳,湖南,中国,中南,家具-书架-10004171,家具,书架,搁架,1622.04,2,0,470.12
1253,CN-202020-4173980,2021/4/19,2021/4/25,标准级,吴磊-16165,吴磊,公司,岳阳,湖南,中国,中南,家具-书架-10000581,家具,书架,墙角架,3969.98,7,0,158.76
1254,CN-202020-4861225,2021/8/6,2021/8/8,一级,肖冬-12400,肖冬露,小型企业,永川,重庆,中国,西南,家具-椅子-10001258,家具,椅子,扶手椅,4443.6,2,0,1999.48
1255,CN-202020-4861225,2021/8/6,2021/8/8,一级,肖冬-12400,肖冬露,小型企业,永川,重庆,中国,西南,办公用-收纳-10000375,办公用品,收纳具,搁板,456.96,2,0,136.92
1256,CN-202023-3184596,2024/7/15,2024/7/20,标准级,余嫒-10075,余嫒,公司,赤峰,内蒙古,中国,华北,办公用-器具-10001087,办公用品,器具,烤面包机,159.432,1,0.4,-42.588
1257,CN-202021-1231498,2022/4/21,2022/4/25,标准级,涂丽-15955,涂丽,消费者,浯溪,湖南,中国,中南,办公用-信封-10001478,办公用品,信封,邮寄品,534.24,3,0,256.2
1258,CN-202021-1231498,2022/4/21,2022/4/25,标准级,涂丽-15955,涂丽,消费者,浯溪,湖南,中国,中南,技术-设备-10004736,技术,设备,卡片打印机,9853.2,12,0,4729.2
1259,CN-202023-2577941,2024/2/22,2024/2/28,标准级,袁丽-16210,袁丽华,公司,襄樊,湖北,中国,中南,技术-复印-10002130,技术,复印机,个人复印机,1600.368,4,0.4,-853.552
1260,CN-202023-2577941,2024/2/22,2024/2/28,标准级,袁丽-16210,袁丽华,公司,襄樊,湖北,中国,中南,办公用-系固-10002857,办公用品,系固件,橡皮筋,325.164,7,0.4,-38.416
1261,CN-202023-2577941,2024/2/22,2024/2/28,标准级,袁丽-16210,袁丽华,公司,襄樊,湖北,中国,中南,办公用-收纳-10003525,办公用品,收纳具,盒,348.32,8,0,124.32
1262,CN-202023-2577941,2024/2/22,2024/2/28,标准级,袁丽-16210,袁丽华,公司,襄樊,湖北,中国,中南,办公用-信封-10000222,办公用品,信封,商业信封,376.32,6,0,21.84
1263,CN-202023-2577941,2024/2/22,2024/2/28,标准级,袁丽-16210,袁丽华,公司,襄樊,湖北,中国,中南,办公用-信封-10004375,办公用品,信封,商业信封,474.6,6,0,227.64
1264,US-202023-4084381,2024/12/30,2024/12/30,当日,王丹-12010,王丹,消费者,海拉尔,内蒙古,中国,华北,技术-配件-10002236,技术,配件,路由器,2914.8,4,0.4,-146.16
1265,US-202023-4084381,2024/12/30,2024/12/30,当日,王丹-12010,王丹,消费者,海拉尔,内蒙古,中国,华北,办公用-收纳-10004673,办公用品,收纳具,盒,251.3,5,0,4.9
1266,CN-202021-4893747,2022/7/28,2022/7/28,当日,肖良-17125,肖良,消费者,即墨,山东,中国,华东,家具-用具-10001467,家具,用具,分层置放架,370.02,3,0,96.18
1267,CN-202021-4893747,2022/7/28,2022/7/28,当日,肖良-17125,肖良,消费者,即墨,山东,中国,华东,技术-设备-10000554,技术,设备,卡片打印机,4678.8,6,0,2292.36
1268,CN-202023-1510100,2024/1/2,2024/1/2,当日,程安-10105,程安,消费者,九台,吉林,中国,东北,办公用-信封-10000372,办公用品,信封,邮寄品,369.32,2,0,10.92
1269,CN-202023-1510100,2024/1/2,2024/1/2,当日,程安-10105,程安,消费者,九台,吉林,中国,东北,办公用-用品-10003489,办公用品,用品,剪刀,751.66,7,0,112.7
1270,CN-202023-1510100,2024/1/2,2024/1/2,当日,程安-10105,程安,消费者,九台,吉林,中国,东北,办公用-装订-10001828,办公用品,装订机,装订机,182.28,3,0,39.9
1271,CN-202020-5598912,2021/6/24,2021/6/29,标准级,常松-20575,常松,消费者,绥化,黑龙江,中国,东北,家具-椅子-10000168,家具,椅子,椅垫,273.42,1,0,114.8
1272,CN-202022-3275681,2023/1/11,2023/1/16,二级,常松-20575,常松,消费者,西安,陕西,中国,西北,办公用-收纳-10003617,办公用品,收纳具,文件车,626.08,1,0,106.4
1273,CN-202023-1017090,2024/6/13,2024/6/18,标准级,曾辉-12640,曾辉,消费者,南昌,江西,中国,华东,办公用-收纳-10002059,办公用品,收纳具,搁板,771.96,3,0,200.34
1274,CN-202023-1017090,2024/6/13,2024/6/18,标准级,曾辉-12640,曾辉,消费者,南昌,江西,中国,华东,技术-配件-10003034,技术,配件,闪存驱动器,761.88,6,0,236.04
1275,US-202023-5339863,2024/10/20,2024/10/26,标准级,唐宁-18745,唐宁,公司,西宁,青海,中国,西北,办公用-信封-10003279,办公用品,信封,邮寄品,527.1,3,0,47.04
1276,CN-202022-2805987,2023/4/2,2023/4/7,标准级,佟崆-15550,佟崆,小型企业,天津,天津,中国,华北,技术-配件-10002665,技术,配件,记忆卡,3086.16,6,0,1449.84
1277,CN-202022-2805987,2023/4/2,2023/4/7,标准级,佟崆-15550,佟崆,小型企业,天津,天津,中国,华北,技术-配件-10000935,技术,配件,键区,669.48,3,0,100.38
1278,CN-202022-2805987,2023/4/2,2023/4/7,标准级,佟崆-15550,佟崆,小型企业,天津,天津,中国,华北,技术-设备-10003952,技术,设备,卡片打印机,1620.08,2,0,15.96
1279,US-202023-4595101,2024/3/13,2024/3/18,标准级,殷珑-17905,殷珑,公司,招远,山东,中国,华东,家具-书架-10004880,家具,书架,书库,5122.74,3,0,1434.3
1280,US-202023-4595101,2024/3/13,2024/3/18,标准级,殷珑-17905,殷珑,公司,招远,山东,中国,华东,家具-用具-10003358,家具,用具,灯泡,469.7,5,0,93.8
1281,US-202023-4595101,2024/3/13,2024/3/18,标准级,殷珑-17905,殷珑,公司,招远,山东,中国,华东,办公用-纸张-10004033,办公用品,纸张,信纸,1521.94,7,0,166.6
1282,CN-202021-5525339,2022/10/6,2022/10/10,标准级,罗琼-19615,罗琼,消费者,宿州,安徽,中国,华东,技术-复印-10003723,技术,复印机,个人复印机,1343.16,2,0,671.44
1283,CN-202021-5525339,2022/10/6,2022/10/10,标准级,罗琼-19615,罗琼,消费者,宿州,安徽,中国,华东,办公用-信封-10004057,办公用品,信封,马尼拉纸信封,366.66,3,0,47.46
1284,CN-202021-5525339,2022/10/6,2022/10/10,标准级,罗琼-19615,罗琼,消费者,宿州,安徽,中国,华东,办公用-美术-10004489,办公用品,美术,画布,204.96,1,0.2,0
1285,CN-202021-5525339,2022/10/6,2022/10/10,标准级,罗琼-19615,罗琼,消费者,宿州,安徽,中国,华东,办公用-纸张-10002986,办公用品,纸张,信纸,628.32,3,0,49.98
1286,CN-202023-4820840,2024/10/13,2024/10/17,标准级,严恒-13660,严恒,消费者,肇庆,广东,中国,中南,技术-设备-10002515,技术,设备,收据打印机,1126.16,2,0,168.84
1287,CN-202023-5223739,2024/10/20,2024/10/22,二级,孟刚-13180,孟刚,公司,海口,海南,中国,中南,家具-书架-10004714,家具,书架,柜,1555.68,2,0,264.32
1288,CN-202023-5223739,2024/10/20,2024/10/22,二级,孟刚-13180,孟刚,公司,海口,海南,中国,中南,办公用-信封-10004589,办公用品,信封,商业信封,150.64,2,0,45.08
1289,CN-202022-3022026,2023/4/8,2023/4/12,标准级,巩晒-19795,巩晒明,小型企业,常州,江苏,中国,华东,办公用-标签-10004025,办公用品,标签,合法证物标签,251.3,5,0,79.8
1290,CN-202022-3022026,2023/4/8,2023/4/12,标准级,巩晒-19795,巩晒明,小型企业,常州,江苏,中国,华东,办公用-标签-10001566,办公用品,标签,运输标签,156.66,3,0,39.06
1291,CN-202022-3022026,2023/4/8,2023/4/12,标准级,巩晒-19795,巩晒明,小型企业,常州,江苏,中国,华东,办公用-装订-10003061,办公用品,装订机,订书机,138.096,1,0.4,-78.344
1292,CN-202022-3138910,2023/5/30,2023/6/5,标准级,陶巧-19495,陶巧,消费者,汕头,广东,中国,中南,办公用-器具-10003037,办公用品,器具,冰箱,4650.52,2,0,1022.84
1293,CN-202023-1119011,2024/9/11,2024/9/15,标准级,薛梦-18190,薛梦,消费者,上海,上海,中国,华东,技术-电话-10002221,技术,电话,音频基座,3924.2,5,0,1491
1294,CN-202023-1119011,2024/9/11,2024/9/15,标准级,薛梦-18190,薛梦,消费者,上海,上海,中国,华东,办公用-装订-10002118,办公用品,装订机,打孔机,382.62,3,0,137.34
1295,CN-202023-1119011,2024/9/11,2024/9/15,标准级,薛梦-18190,薛梦,消费者,上海,上海,中国,华东,办公用-标签-10001500,办公用品,标签,圆形标签,94.08,3,0,45.78
1296,CN-202023-1119011,2024/9/11,2024/9/15,标准级,薛梦-18190,薛梦,消费者,上海,上海,中国,华东,技术-设备-10000073,技术,设备,计算器,627.48,3,0,225.54
1297,CN-202023-1119011,2024/9/11,2024/9/15,标准级,薛梦-18190,薛梦,消费者,上海,上海,中国,华东,办公用-系固-10004120,办公用品,系固件,橡皮筋,240.66,3,0,43.26
1298,CN-202023-5510381,2024/1/3,2024/1/8,标准级,吕婵-10840,吕婵娟,消费者,晋江,海南,中国,中南,办公用-用品-10004471,办公用品,用品,大剪刀,2154.6,10,0,968.8
1299,CN-202022-1564715,2023/1/9,2023/1/14,标准级,程安-10105,程安,消费者,重庆,重庆,中国,西南,家具-椅子-10000210,家具,椅子,扶手椅,13324.08,6,0,2530.92
1300,CN-202022-1564715,2023/1/9,2023/1/14,标准级,程安-10105,程安,消费者,重庆,重庆,中国,西南,办公用-收纳-10004533,办公用品,收纳具,盒,367.36,4,0,76.72
1301,CN-202022-3017568,2023/6/24,2023/6/24,当日,殷菊-15085,殷菊,消费者,合肥,安徽,中国,华东,办公用-信封-10004630,办公用品,信封,马尼拉纸信封,219.24,2,0,21.84
1302,CN-202022-3017568,2023/6/24,2023/6/24,当日,殷菊-15085,殷菊,消费者,合肥,安徽,中国,华东,办公用-标签-10002839,办公用品,标签,合法证物标签,152.04,3,0,30.24
1303,CN-202022-1628412,2023/12/18,2023/12/23,标准级,夏柏-18955,夏柏,小型企业,曲阜,山东,中国,华东,办公用-系固-10000554,办公用品,系固件,橡皮筋,148.96,2,0,5.88
1304,CN-202022-1628412,2023/12/18,2023/12/23,标准级,夏柏-18955,夏柏,小型企业,曲阜,山东,中国,华东,办公用-装订-10002223,办公用品,装订机,装订机,247.52,4,0,0
1305,CN-202020-2386979,2021/2/24,2021/3/1,标准级,金诚-11260,金诚,消费者,威宁,贵州,中国,西南,家具-椅子-10003019,家具,椅子,摇椅,2059.26,3,0,246.96
1306,US-202023-2776676,2024/5/27,2024/6/1,标准级,俞丹-12025,俞丹,消费者,沈阳,辽宁,中国,东北,办公用-器具-10000222,办公用品,器具,微波炉,6967.968,8,0.4,-1045.632
1307,US-202023-2776676,2024/5/27,2024/6/1,标准级,俞丹-12025,俞丹,消费者,沈阳,辽宁,中国,东北,家具-椅子-10002837,家具,椅子,折叠椅,2373.84,9,0.4,-1029.42
1308,US-202023-2776676,2024/5/27,2024/6/1,标准级,俞丹-12025,俞丹,消费者,沈阳,辽宁,中国,东北,办公用-系固-10003116,办公用品,系固件,订书钉,90.468,3,0.4,-4.872
1309,US-202023-2776676,2024/5/27,2024/6/1,标准级,俞丹-12025,俞丹,消费者,沈阳,辽宁,中国,东北,办公用-器具-10003859,办公用品,器具,冰箱,1383.816,1,0.4,-691.964
1310,US-202022-1525230,2023/11/2,2023/11/6,二级,吕君-15250,吕君,消费者,南充,四川,中国,西南,办公用-装订-10002241,办公用品,装订机,订书机,551.376,4,0.4,-248.304
1311,US-202022-1525230,2023/11/2,2023/11/6,二级,吕君-15250,吕君,消费者,南充,四川,中国,西南,技术-配件-10004481,技术,配件,记忆卡,1925.28,6,0.4,192.36
1312,CN-202021-4356406,2022/8/7,2022/8/13,标准级,邓保-10375,邓保,消费者,青岛,山东,中国,华东,技术-复印-10000491,技术,复印机,传真机,1406.44,1,0,576.52
1313,CN-202021-4356406,2022/8/7,2022/8/13,标准级,邓保-10375,邓保,消费者,青岛,山东,中国,华东,技术-电话-10001992,技术,电话,充电器,8924.16,3,0,1784.58
1314,US-202022-2560726,2023/7/17,2023/7/19,二级,毛保-10360,毛保,公司,大连,辽宁,中国,东北,技术-设备-10003147,技术,设备,收据打印机,904.932,3,0.4,-512.988
1315,US-202022-2560726,2023/7/17,2023/7/19,二级,毛保-10360,毛保,公司,大连,辽宁,中国,东北,技术-电话-10003837,技术,电话,信号增强器,850.752,2,0.4,-496.328
1316,US-202022-2560726,2023/7/17,2023/7/19,二级,毛保-10360,毛保,公司,大连,辽宁,中国,东北,家具-桌子-10004333,家具,桌子,电脑桌,6212.024,7,0.6,-1708.336
1317,US-202022-2560726,2023/7/17,2023/7/19,二级,毛保-10360,毛保,公司,大连,辽宁,中国,东北,技术-复印-10001300,技术,复印机,传真机,1679.664,2,0.4,-504.056
1318,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,家具-椅子-10000123,家具,椅子,扶手椅,3819.564,2,0.1,551.684
1319,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-纸张-10002896,办公用品,纸张,令,398.58,3,0,15.54
1320,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-器具-10002224,办公用品,器具,搅拌机,824.88,2,0,74.2
1321,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-收纳-10001132,办公用品,收纳具,盒,224,2,0,8.96
1322,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-系固-10003387,办公用品,系固件,回形针,131.32,2,0,38.08
1323,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-纸张-10000328,办公用品,纸张,备忘录便条,196.84,2,0,7.84
1324,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-装订-10002699,办公用品,装订机,装订机,135.52,2,0,0
1325,CN-202022-4494383,2023/12/31,2024/1/4,标准级,倪芬-12790,倪芬,小型企业,洛阳,广东,中国,中南,办公用-收纳-10000871,办公用品,收纳具,盒,350.84,7,0,66.64
1326,CN-202023-4318875,2024/5/6,2024/5/11,标准级,邓珊-19915,邓珊,消费者,福州,福建,中国,华东,技术-复印-10000050,技术,复印机,复印机,2461.48,2,0,73.64
1327,CN-202023-4318875,2024/5/6,2024/5/11,标准级,邓珊-19915,邓珊,消费者,福州,福建,中国,华东,办公用-装订-10004560,办公用品,装订机,装订机盖,177.66,3,0,67.2
1328,CN-202021-4856468,2022/3/1,2022/3/8,标准级,陈嫒-10015,陈嫒,消费者,商丘,河南,中国,中南,办公用-器具-10003386,办公用品,器具,烤面包机,1073.94,3,0,493.92
1329,CN-202023-5278891,2024/6/18,2024/6/23,标准级,郝婷-21055,郝婷,消费者,汕尾,广东,中国,中南,技术-配件-10000680,技术,配件,记忆卡,2683.8,5,0,697.2
1330,CN-202022-3132720,2023/7/1,2023/7/7,标准级,邱梦-18160,邱梦,消费者,重庆,重庆,中国,西南,办公用-标签-10000548,办公用品,标签,可去除的标签,100.24,2,0,11.76
1331,CN-202023-2664017,2024/5/30,2024/6/1,一级,罗霖-17530,罗霖,消费者,洛阳,广东,中国,中南,办公用-装订-10003676,办公用品,装订机,订书机,712.32,3,0,327.6
1332,CN-202023-2664017,2024/5/30,2024/6/1,一级,罗霖-17530,罗霖,消费者,洛阳,广东,中国,中南,办公用-标签-10004648,办公用品,标签,圆形标签,85.26,3,0,38.22
1333,CN-202023-2664017,2024/5/30,2024/6/1,一级,罗霖-17530,罗霖,消费者,洛阳,广东,中国,中南,办公用-系固-10000068,办公用品,系固件,夹子,456.12,6,0,204.96
1334,CN-202021-5630783,2022/3/15,2022/3/20,标准级,樊彩-10630,樊彩,小型企业,上梅,湖南,中国,中南,办公用-纸张-10001957,办公用品,纸张,令,264.88,2,0,23.8
1335,CN-202023-3095328,2024/3/11,2024/3/17,标准级,樊彩-10630,樊彩,小型企业,上海,上海,中国,华东,办公用-收纳-10002861,办公用品,收纳具,搁板,672,3,0,33.6
1336,CN-202022-2187292,2023/3/15,2023/3/20,标准级,黄磊-16000,黄磊,消费者,咸阳,陕西,中国,西北,家具-椅子-10000123,家具,椅子,扶手椅,8487.92,4,0,1952.16
1337,CN-202022-2187292,2023/3/15,2023/3/20,标准级,黄磊-16000,黄磊,消费者,咸阳,陕西,中国,西北,办公用-器具-10000068,办公用品,器具,咖啡研磨机,380.8,2,0,159.88
1338,CN-202022-2187292,2023/3/15,2023/3/20,标准级,黄磊-16000,黄磊,消费者,咸阳,陕西,中国,西北,办公用-系固-10002825,办公用品,系固件,订书钉,50.68,1,0,11.62
1339,CN-202022-5308381,2023/10/31,2023/11/7,标准级,陈晨-11095,陈晨,公司,上海,上海,中国,华东,办公用-装订-10000225,办公用品,装订机,装订机盖,427.84,8,0,144.48
1340,CN-202022-5308381,2023/10/31,2023/11/7,标准级,陈晨-11095,陈晨,公司,上海,上海,中国,华东,技术-电话-10001957,技术,电话,智能手机,2424.24,4,0,630
1341,CN-202022-5308381,2023/10/31,2023/11/7,标准级,陈晨-11095,陈晨,公司,上海,上海,中国,华东,办公用-纸张-10000069,办公用品,纸张,备忘录便条,141.4,2,0,36.68
1342,CN-202022-5308381,2023/10/31,2023/11/7,标准级,陈晨-11095,陈晨,公司,上海,上海,中国,华东,家具-椅子-10002161,家具,椅子,摇椅,1393.84,2,0,501.76
1343,US-202020-2852208,2021/5/18,2021/5/21,一级,麦实-20230,麦实,公司,肃州,甘肃,中国,西北,家具-用具-10002471,家具,用具,分层置放架,141.288,2,0.4,-44.912
1344,CN-202020-2511714,2021/9/23,2021/9/28,标准级,邢盛-20335,邢盛,消费者,上海,上海,中国,华东,家具-椅子-10001258,家具,椅子,扶手椅,2221.8,1,0,999.74
